date,customer_id,store_id,item_id,total_amount
2013-01-07,c388002,s2,i1,12.00
2013-01-07,c456304,s3,i1,7.00
2013-01-07,c375614,s4,i1,12.00
2013-01-07,c277302,s5,i1,6.00
2013-01-07,c025167,s6,i1,11.00
2013-01-07,c040501,s7,i1,6.00
2013-01-07,c365233,s8,i1,9.00
2013-01-07,c446611,s9,i1,7.00
2013-01-07,c401847,s10,i1,12.00
2013-01-08,c011217,s1,i1,9.00
2013-01-08,c137862,s2,i1,11.00
2013-01-08,c425845,s3,i1,15.00
2013-01-08,c340845,s4,i1,16.00
2013-01-08,c047753,s5,i1,11.00
2013-01-08,c330356,s6,i1,9.00
2013-01-08,c135216,s7,i1,6.00
2013-01-08,c481053,s8,i1,10.00
2013-01-08,c045835,s9,i1,13.00
2013-01-08,c495507,s10,i1,19.00
2013-01-09,c345361,s1,i1,12.00
2013-01-09,c467422,s2,i1,16.00
2013-01-09,c077377,s3,i1,9.00
2013-01-09,c486841,s4,i1,18.00
2013-01-09,c353302,s5,i1,13.00
2013-01-09,c018290,s6,i1,13.00
2013-01-09,c024114,s7,i1,3.00
2013-01-09,c322538,s8,i1,11.00
2013-01-09,c139432,s9,i1,9.00
2013-01-09,c062775,s10,i1,10.00
2013-01-10,c212049,s1,i1,9.00
2013-01-10,c185538,s2,i1,10.00
2013-01-10,c082530,s3,i1,7.00
2013-01-10,c302554,s4,i1,16.00
2013-01-10,c195471,s5,i1,9.00
2013-01-10,c175905,s6,i1,9.00
2013-01-10,c168511,s7,i1,7.00
2013-01-10,c140277,s8,i1,14.00
2013-01-10,c448248,s9,i1,5.00
2013-01-10,c373394,s10,i1,17.00
2013-01-11,c484442,s1,i1,9.00
2013-01-11,c426005,s2,i1,15.00
2013-01-11,c080461,s3,i1,19.00
2013-01-11,c464024,s4,i1,14.00
2013-01-11,c221752,s5,i1,9.00
2013-01-11,c136627,s6,i1,11.00
2013-01-11,c373010,s7,i1,8.00
2013-01-11,c154445,s8,i1,14.00
2013-01-11,c229408,s9,i1,20.00
2013-01-11,c323933,s10,i1,20.00
2013-01-12,c371415,s1,i1,7.00
2013-01-12,c126524,s2,i1,22.00
2013-01-12,c249629,s3,i1,16.00
2013-01-12,c355600,s4,i1,10.00
2013-01-12,c251905,s5,i1,8.00
2013-01-12,c411580,s6,i1,13.00
2013-01-12,c474664,s7,i1,9.00
2013-01-12,c393195,s8,i1,12.00
2013-01-12,c063273,s9,i1,11.00
2013-01-12,c307768,s10,i1,18.00
2013-01-13,c020964,s1,i1,10.00
2013-01-13,c457440,s2,i1,30.00
2013-01-13,c278462,s3,i1,14.00
2013-01-13,c123154,s4,i1,21.00
2013-01-13,c454548,s5,i1,22.00
2013-01-13,c311210,s6,i1,12.00
2013-01-13,c286566,s7,i1,8.00
2013-01-13,c119647,s8,i1,16.00
2013-01-13,c424015,s9,i1,16.00
2013-01-13,c143859,s10,i1,21.00
2013-01-14,c413632,s1,i1,12.00
2013-01-14,c147096,s2,i1,14.00
2013-01-14,c038798,s3,i1,9.00
2013-01-14,c463980,s4,i1,9.00
2013-01-14,c277988,s5,i1,8.00
2013-01-14,c396367,s6,i1,6.00
2013-01-14,c083510,s7,i1,7.00
2013-01-14,c371229,s8,i1,11.00
2013-01-14,c235595,s9,i1,6.00
2013-01-14,c442513,s10,i1,10.00
2013-01-15,c115550,s1,i1,5.00
2013-01-15,c045655,s2,i1,17.00
2013-01-15,c488861,s3,i1,14.00
2013-01-15,c129580,s4,i1,7.00
2013-01-15,c177487,s5,i1,10.00
2013-01-15,c128622,s6,i1,11.00
2013-01-15,c289240,s7,i1,13.00
2013-01-15,c174533,s8,i1,15.00
2013-01-15,c291279,s9,i1,16.00
2013-01-15,c011575,s10,i1,13.00
2013-01-16,c050782,s1,i1,7.00
2013-01-16,c191793,s2,i1,14.00
2013-01-16,c331768,s3,i1,13.00
2013-01-16,c255204,s4,i1,8.00
2013-01-16,c470501,s5,i1,9.00
2013-01-16,c161680,s6,i1,8.00
2013-01-16,c373365,s7,i1,8.00
2013-01-16,c010020,s8,i1,18.00
2013-01-16,c243321,s9,i1,20.00
2013-01-16,c380230,s10,i1,11.00
2013-01-17,c346442,s1,i1,16.00
2013-01-17,c147767,s2,i1,14.00
2013-01-17,c180687,s3,i1,18.00
2013-01-17,c256644,s4,i1,10.00
2013-01-17,c452849,s5,i1,8.00
2013-01-17,c207621,s6,i1,6.00
2013-01-17,c002731,s7,i1,9.00
2013-01-17,c100399,s8,i1,14.00
2013-01-17,c204304,s9,i1,12.00
2013-01-17,c391826,s10,i1,15.00
2013-01-18,c103273,s1,i1,7.00
2013-01-18,c102035,s2,i1,12.00
2013-01-18,c296830,s3,i1,19.00
2013-01-18,c138159,s4,i1,15.00
2013-01-18,c093717,s5,i1,9.00
2013-01-18,c098580,s6,i1,15.00
2013-01-18,c027513,s7,i1,5.00
2013-01-18,c457495,s8,i1,13.00
2013-01-18,c499978,s9,i1,10.00
2013-01-18,c270519,s10,i1,17.00
2013-01-19,c280086,s1,i1,18.00
2013-01-19,c219447,s2,i1,18.00
2013-01-19,c202647,s3,i1,19.00
2013-01-19,c260692,s4,i1,16.00
2013-01-19,c482781,s5,i1,6.00
2013-01-19,c350575,s6,i1,9.00
2013-01-19,c437774,s7,i1,8.00
2013-01-19,c006393,s8,i1,13.00
2013-01-19,c439402,s9,i1,14.00
2013-01-19,c441481,s10,i1,18.00
2013-01-20,c163825,s1,i1,15.00
2013-01-20,c239141,s2,i1,24.00
2013-01-20,c217696,s3,i1,18.00
2013-01-20,c396131,s4,i1,19.00
2013-01-20,c434957,s5,i1,6.00
2013-01-20,c437153,s6,i1,7.00
2013-01-20,c318351,s7,i1,13.00
2013-01-20,c121153,s8,i1,15.00
2013-01-20,c158045,s9,i1,17.00
2013-01-20,c236590,s10,i1,19.00
2013-01-21,c201660,s1,i1,8.00
2013-01-21,c361051,s2,i1,13.00
2013-01-21,c374183,s3,i1,14.00
2013-01-21,c066940,s4,i1,8.00
2013-01-21,c256273,s5,i1,6.00
2013-01-21,c192040,s6,i1,7.00
2013-01-21,c437951,s7,i1,7.00
2013-01-21,c356726,s8,i1,10.00
2013-01-21,c331812,s9,i1,11.00
2013-01-21,c497509,s10,i1,10.00
2013-01-22,c054026,s1,i1,7.00
2013-01-22,c029870,s2,i1,11.00
2013-01-22,c386147,s3,i1,13.00
2013-01-22,c196148,s4,i1,10.00
2013-01-22,c158967,s5,i1,8.00
2013-01-22,c319463,s6,i1,3.00
2013-01-22,c160623,s7,i1,4.00
2013-01-22,c148894,s8,i1,18.00
2013-01-22,c179670,s9,i1,15.00
2013-01-22,c429746,s10,i1,7.00
2013-01-23,c391759,s1,i1,9.00
2013-01-23,c342104,s2,i1,19.00
2013-01-23,c438235,s3,i1,17.00
2013-01-23,c426383,s4,i1,8.00
2013-01-23,c077789,s5,i1,11.00
2013-01-23,c038774,s6,i1,6.00
2013-01-23,c277844,s7,i1,11.00
2013-01-23,c069803,s8,i1,18.00
2013-01-23,c117214,s9,i1,7.00
2013-01-23,c455458,s10,i1,20.00
2013-01-24,c228504,s1,i1,8.00
2013-01-24,c414743,s2,i1,14.00
2013-01-24,c203721,s3,i1,12.00
2013-01-24,c046051,s4,i1,12.00
2013-01-24,c143347,s5,i1,8.00
2013-01-24,c001904,s6,i1,7.00
2013-01-24,c431383,s7,i1,8.00
2013-01-24,c336614,s8,i1,10.00
2013-01-24,c358050,s9,i1,11.00
2013-01-24,c306304,s10,i1,12.00
2013-01-25,c334784,s1,i1,14.00
2013-01-25,c494458,s2,i1,17.00
2013-01-25,c116165,s3,i1,19.00
2013-01-25,c096175,s4,i1,10.00
2013-01-25,c262799,s5,i1,7.00
2013-01-25,c389904,s6,i1,9.00
2013-01-25,c496327,s7,i1,6.00
2013-01-25,c104888,s8,i1,8.00
2013-01-25,c178381,s9,i1,15.00
2013-01-25,c280334,s10,i1,21.00
2013-01-26,c037838,s1,i1,12.00
2013-01-26,c488643,s2,i1,14.00
2013-01-26,c408370,s3,i1,14.00
2013-01-26,c206974,s4,i1,12.00
2013-01-26,c297507,s5,i1,7.00
2013-01-26,c267531,s6,i1,7.00
2013-01-26,c453973,s7,i1,15.00
2013-01-26,c013268,s8,i1,14.00
2013-01-26,c162619,s9,i1,16.00
2013-01-26,c325015,s10,i1,13.00
2013-01-27,c390441,s1,i1,12.00
2013-01-27,c485832,s2,i1,12.00
2013-01-27,c313369,s3,i1,13.00
2013-01-27,c214670,s4,i1,15.00
2013-01-27,c457168,s5,i1,11.00
2013-01-27,c301798,s6,i1,11.00
2013-01-27,c311499,s7,i1,12.00
2013-01-27,c241878,s8,i1,22.00
2013-01-27,c482102,s9,i1,11.00
2013-01-27,c131836,s10,i1,12.00
2013-01-28,c114907,s1,i1,11.00
2013-01-28,c177098,s2,i1,15.00
2013-01-28,c240235,s3,i1,5.00
2013-01-28,c116992,s4,i1,10.00
2013-01-28,c480135,s5,i1,8.00
2013-01-28,c291284,s6,i1,9.00
2013-01-28,c430145,s7,i1,12.00
2013-01-28,c111182,s8,i1,10.00
2013-01-28,c170307,s9,i1,19.00
2013-01-28,c150114,s10,i1,12.00
2013-01-29,c404033,s1,i1,6.00
2013-01-29,c181913,s2,i1,18.00
2013-01-29,c224732,s3,i1,20.00
2013-01-29,c382580,s4,i1,12.00
2013-01-29,c451765,s5,i1,12.00
2013-01-29,c069211,s6,i1,6.00
2013-01-29,c476865,s7,i1,9.00
2013-01-29,c383891,s8,i1,15.00
2013-01-29,c197399,s9,i1,17.00
2013-01-29,c386480,s10,i1,14.00
2013-01-30,c324067,s1,i1,9.00
2013-01-30,c338924,s2,i1,10.00
2013-01-30,c482437,s3,i1,16.00
2013-01-30,c414432,s4,i1,14.00
2013-01-30,c154196,s5,i1,8.00
2013-01-30,c045893,s6,i1,6.00
2013-01-30,c052198,s7,i1,8.00
2013-01-30,c386322,s8,i1,8.00
2013-01-30,c380262,s9,i1,12.00
2013-01-30,c296908,s10,i1,17.00
2013-01-31,c433012,s1,i1,13.00
2013-01-31,c314316,s2,i1,16.00
2013-01-31,c435588,s3,i1,17.00
2013-01-31,c369305,s4,i1,8.00
2013-01-31,c085750,s5,i1,6.00
2013-01-31,c109576,s6,i1,11.00
2013-01-31,c354482,s7,i1,10.00
2013-01-31,c067622,s8,i1,12.00
2013-01-31,c431251,s9,i1,19.00
2013-01-31,c370808,s10,i1,5.00
2013-02-01,c444835,s1,i1,11.00
2013-02-01,c288058,s2,i1,16.00
2013-02-01,c134809,s3,i1,21.00
2013-02-01,c381212,s4,i1,19.00
2013-02-01,c304529,s5,i1,6.00
2013-02-01,c272562,s6,i1,14.00
2013-02-01,c222431,s7,i1,12.00
2013-02-01,c264517,s8,i1,14.00
2013-02-01,c308690,s9,i1,14.00
2013-02-01,c043354,s10,i1,21.00
2013-02-02,c344327,s1,i1,21.00
2013-02-02,c112830,s2,i1,23.00
2013-02-02,c173066,s3,i1,21.00
2013-02-02,c485856,s4,i1,17.00
2013-02-02,c253986,s5,i1,20.00
2013-02-02,c147810,s6,i1,8.00
2013-02-02,c224157,s7,i1,12.00
2013-02-02,c430369,s8,i1,20.00
2013-02-02,c180802,s9,i1,15.00
2013-02-02,c432871,s10,i1,11.00
2013-02-03,c099349,s1,i1,15.00
2013-02-03,c294184,s2,i1,14.00
2013-02-03,c089789,s3,i1,18.00
2013-02-03,c380297,s4,i1,19.00
2013-02-03,c164325,s5,i1,13.00
2013-02-03,c161555,s6,i1,12.00
2013-02-03,c179857,s7,i1,13.00
2013-02-03,c396054,s8,i1,22.00
2013-02-03,c429846,s9,i1,27.00
2013-02-03,c227071,s10,i1,20.00
2013-02-04,c318055,s1,i1,14.00
2013-02-04,c386240,s2,i1,18.00
2013-02-04,c254168,s3,i1,10.00
2013-02-04,c222817,s4,i1,17.00
2013-02-04,c178833,s5,i1,12.00
2013-02-04,c139024,s6,i1,7.00
2013-02-04,c033309,s7,i1,10.00
2013-02-04,c383621,s8,i1,16.00
2013-02-04,c323243,s9,i1,11.00
2013-02-04,c156141,s10,i1,11.00
2013-02-05,c386403,s1,i1,9.00
2013-02-05,c181485,s2,i1,16.00
2013-02-05,c035350,s3,i1,17.00
2013-02-05,c463407,s4,i1,11.00
2013-02-05,c446583,s5,i1,10.00
2013-02-05,c046268,s6,i1,9.00
2013-02-05,c466234,s7,i1,10.00
2013-02-05,c469406,s8,i1,11.00
2013-02-05,c092823,s9,i1,18.00
2013-02-05,c027053,s10,i1,10.00
2013-02-06,c375590,s1,i1,10.00
2013-02-06,c173415,s2,i1,12.00
2013-02-06,c035362,s3,i1,15.00
2013-02-06,c376734,s4,i1,18.00
2013-02-06,c143488,s5,i1,12.00
2013-02-06,c105906,s6,i1,7.00
2013-02-06,c345336,s7,i1,6.00
2013-02-06,c303455,s8,i1,10.00
2013-02-06,c239700,s9,i1,8.00
2013-02-06,c324010,s10,i1,15.00
2013-02-07,c339028,s1,i1,13.00
2013-02-07,c040514,s2,i1,19.00
2013-02-07,c423839,s3,i1,10.00
2013-02-07,c066310,s4,i1,15.00
2013-02-07,c153388,s5,i1,13.00
2013-02-07,c396674,s6,i1,8.00
2013-02-07,c202448,s7,i1,11.00
2013-02-07,c437154,s8,i1,22.00
2013-02-07,c320976,s9,i1,13.00
2013-02-07,c380738,s10,i1,16.00
2013-02-08,c392757,s1,i1,11.00
2013-02-08,c074002,s2,i1,13.00
2013-02-08,c154493,s3,i1,8.00
2013-02-08,c430461,s4,i1,18.00
2013-02-08,c172913,s5,i1,13.00
2013-02-08,c234328,s6,i1,14.00
2013-02-08,c190224,s7,i1,10.00
2013-02-08,c206047,s8,i1,15.00
2013-02-08,c113032,s9,i1,20.00
2013-02-08,c389724,s10,i1,8.00
2013-02-09,c073871,s1,i1,14.00
2013-02-09,c056680,s2,i1,15.00
2013-02-09,c336373,s3,i1,20.00
2013-02-09,c157683,s4,i1,17.00
2013-02-09,c162887,s5,i1,12.00
2013-02-09,c398874,s6,i1,12.00
2013-02-09,c054747,s7,i1,14.00
2013-02-09,c219913,s8,i1,20.00
2013-02-09,c209224,s9,i1,13.00
2013-02-09,c394272,s10,i1,17.00
2013-02-10,c445063,s1,i1,11.00
2013-02-10,c365275,s2,i1,21.00
2013-02-10,c334868,s3,i1,6.00
2013-02-10,c259756,s4,i1,16.00
2013-02-10,c118839,s5,i1,10.00
2013-02-10,c089622,s6,i1,12.00
2013-02-10,c046044,s7,i1,17.00
2013-02-10,c155519,s8,i1,20.00
2013-02-10,c489843,s9,i1,19.00
2013-02-10,c263271,s10,i1,19.00
2013-02-11,c081687,s1,i1,16.00
2013-02-11,c101700,s2,i1,11.00
2013-02-11,c071578,s3,i1,13.00
2013-02-11,c017018,s4,i1,7.00
2013-02-11,c065382,s5,i1,10.00
2013-02-11,c017997,s6,i1,9.00
2013-02-11,c273830,s7,i1,3.00
2013-02-11,c329330,s8,i1,16.00
2013-02-11,c234765,s9,i1,13.00
2013-02-11,c338116,s10,i1,13.00
2013-02-12,c349666,s1,i1,11.00
2013-02-12,c385063,s2,i1,14.00
2013-02-12,c337657,s3,i1,14.00
2013-02-12,c174352,s4,i1,13.00
2013-02-12,c138962,s5,i1,10.00
2013-02-12,c103284,s6,i1,6.00
2013-02-12,c413435,s7,i1,13.00
2013-02-12,c335464,s8,i1,18.00
2013-02-12,c001750,s9,i1,12.00
2013-02-12,c093844,s10,i1,16.00
2013-02-13,c088034,s1,i1,14.00
2013-02-13,c394950,s2,i1,19.00
2013-02-13,c281281,s3,i1,12.00
2013-02-13,c085348,s4,i1,16.00
2013-02-13,c194740,s5,i1,14.00
2013-02-13,c414933,s6,i1,12.00
2013-02-13,c416987,s7,i1,8.00
2013-02-13,c269959,s8,i1,11.00
2013-02-13,c047232,s9,i1,12.00
2013-02-13,c056593,s10,i1,15.00
2013-02-14,c014181,s1,i1,10.00
2013-02-14,c040504,s2,i1,14.00
2013-02-14,c497157,s3,i1,12.00
2013-02-14,c466616,s4,i1,13.00
2013-02-14,c059518,s5,i1,9.00
2013-02-14,c253431,s6,i1,16.00
2013-02-14,c194788,s7,i1,10.00
2013-02-14,c339350,s8,i1,13.00
2013-02-14,c237012,s9,i1,12.00
2013-02-14,c234375,s10,i1,14.00
2013-02-15,c393760,s1,i1,11.00
2013-02-15,c166434,s2,i1,17.00
2013-02-15,c364625,s3,i1,14.00
2013-02-15,c198821,s4,i1,13.00
2013-02-15,c209474,s5,i1,9.00
2013-02-15,c173537,s6,i1,6.00
2013-02-15,c034373,s7,i1,5.00
2013-02-15,c038377,s8,i1,19.00
2013-02-15,c079129,s9,i1,15.00
2013-02-15,c091237,s10,i1,11.00
2013-02-16,c477706,s1,i1,7.00
2013-02-16,c342863,s2,i1,25.00
2013-02-16,c171705,s3,i1,15.00
2013-02-16,c274824,s4,i1,13.00
2013-02-16,c101458,s5,i1,10.00
2013-02-16,c341770,s6,i1,10.00
2013-02-16,c127612,s7,i1,16.00
2013-02-16,c259399,s8,i1,17.00
2013-02-16,c439130,s9,i1,25.00
2013-02-16,c082245,s10,i1,16.00
2013-02-17,c043516,s1,i1,11.00
2013-02-17,c378282,s2,i1,26.00
2013-02-17,c115498,s3,i1,20.00
2013-02-17,c053506,s4,i1,16.00
2013-02-17,c144247,s5,i1,10.00
2013-02-17,c312199,s6,i1,19.00
2013-02-17,c228204,s7,i1,16.00
2013-02-17,c291581,s8,i1,22.00
2013-02-17,c262819,s9,i1,18.00
2013-02-17,c414456,s10,i1,21.00
2013-02-18,c257835,s1,i1,10.00
2013-02-18,c282102,s2,i1,13.00
2013-02-18,c056994,s3,i1,10.00
2013-02-18,c245901,s4,i1,16.00
2013-02-18,c076853,s5,i1,5.00
2013-02-18,c480377,s6,i1,2.00
2013-02-18,c355321,s7,i1,11.00
2013-02-18,c242690,s8,i1,11.00
2013-02-18,c378651,s9,i1,10.00
2013-02-18,c102277,s10,i1,19.00
2013-02-19,c180188,s1,i1,10.00
2013-02-19,c174359,s2,i1,22.00
2013-02-19,c406083,s3,i1,4.00
2013-02-19,c142958,s4,i1,12.00
2013-02-19,c112921,s5,i1,4.00
2013-02-19,c181238,s6,i1,8.00
2013-02-19,c319898,s7,i1,11.00
2013-02-19,c093809,s8,i1,9.00
2013-02-19,c349623,s9,i1,8.00
2013-02-19,c228622,s10,i1,16.00
2013-02-20,c209787,s1,i1,7.00
2013-02-20,c371255,s2,i1,21.00
2013-02-20,c402558,s3,i1,12.00
2013-02-20,c420993,s4,i1,9.00
2013-02-20,c280009,s5,i1,10.00
2013-02-20,c365892,s6,i1,10.00
2013-02-20,c018143,s7,i1,11.00
2013-02-20,c284797,s8,i1,15.00
2013-02-20,c044879,s9,i1,16.00
2013-02-20,c281447,s10,i1,18.00
2013-02-21,c316508,s1,i1,13.00
2013-02-21,c458506,s2,i1,9.00
2013-02-21,c237821,s3,i1,19.00
2013-02-21,c283023,s4,i1,10.00
2013-02-21,c142576,s5,i1,4.00
2013-02-21,c434193,s6,i1,17.00
2013-02-21,c206499,s7,i1,11.00
2013-02-21,c105483,s8,i1,15.00
2013-02-21,c488362,s9,i1,19.00
2013-02-21,c351170,s10,i1,19.00
2013-02-22,c340670,s1,i1,12.00
2013-02-22,c057751,s2,i1,21.00
2013-02-22,c023413,s3,i1,17.00
2013-02-22,c069194,s4,i1,11.00
2013-02-22,c118974,s5,i1,10.00
2013-02-22,c410008,s6,i1,14.00
2013-02-22,c241404,s7,i1,11.00
2013-02-22,c133012,s8,i1,19.00
2013-02-22,c393162,s9,i1,9.00
2013-02-22,c250762,s10,i1,18.00
2013-02-23,c380233,s1,i1,15.00
2013-02-23,c450644,s2,i1,15.00
2013-02-23,c245435,s3,i1,20.00
2013-02-23,c163372,s4,i1,10.00
2013-02-23,c146558,s5,i1,11.00
2013-02-23,c063552,s6,i1,16.00
2013-02-23,c305591,s7,i1,13.00
2013-02-23,c365163,s8,i1,19.00
2013-02-23,c350350,s9,i1,18.00
2013-02-23,c183137,s10,i1,21.00
2013-02-24,c361162,s1,i1,11.00
2013-02-24,c214751,s2,i1,20.00
2013-02-24,c413955,s3,i1,24.00
2013-02-24,c086221,s4,i1,8.00
2013-02-24,c000276,s5,i1,11.00
2013-02-24,c082972,s6,i1,20.00
2013-02-24,c097832,s7,i1,21.00
2013-02-24,c009701,s8,i1,22.00
2013-02-24,c290969,s9,i1,18.00
2013-02-24,c065023,s10,i1,30.00
2013-02-25,c040722,s1,i1,7.00
2013-02-25,c425567,s2,i1,17.00
2013-02-25,c351590,s3,i1,17.00
2013-02-25,c296865,s4,i1,16.00
2013-02-25,c009355,s5,i1,8.00
2013-02-25,c286310,s6,i1,10.00
2013-02-25,c102084,s7,i1,7.00
2013-02-25,c225736,s8,i1,9.00
2013-02-25,c299364,s9,i1,5.00
2013-02-25,c238158,s10,i1,15.00
2013-02-26,c408749,s1,i1,9.00
2013-02-26,c177044,s2,i1,16.00
2013-02-26,c310116,s3,i1,13.00
2013-02-26,c482417,s4,i1,18.00
2013-02-26,c287945,s5,i1,15.00
2013-02-26,c199159,s6,i1,6.00
2013-02-26,c213746,s7,i1,7.00
2013-02-26,c434013,s8,i1,18.00
2013-02-26,c249343,s9,i1,13.00
2013-02-26,c168953,s10,i1,17.00
2013-02-27,c156595,s1,i1,9.00
2013-02-27,c082052,s2,i1,11.00
2013-02-27,c083073,s3,i1,17.00
2013-02-27,c310927,s4,i1,20.00
2013-02-27,c167291,s5,i1,7.00
2013-02-27,c414093,s6,i1,7.00
2013-02-27,c459532,s7,i1,7.00
2013-02-27,c117972,s8,i1,19.00
2013-02-27,c224317,s9,i1,16.00
2013-02-27,c107136,s10,i1,16.00
2013-02-28,c112355,s1,i1,10.00
2013-02-28,c395693,s2,i1,22.00
2013-02-28,c264957,s3,i1,22.00
2013-02-28,c314307,s4,i1,16.00
2013-02-28,c497890,s5,i1,14.00
2013-02-28,c249095,s6,i1,15.00
2013-02-28,c143023,s7,i1,9.00
2013-02-28,c226280,s8,i1,16.00
2013-02-28,c229837,s9,i1,9.00
2013-02-28,c281019,s10,i1,26.00
2013-03-01,c448089,s1,i1,15.00
2013-03-01,c440817,s2,i1,27.00
2013-03-01,c370688,s3,i1,15.00
2013-03-01,c473495,s4,i1,14.00
2013-03-01,c415725,s5,i1,7.00
2013-03-01,c268873,s6,i1,14.00
2013-03-01,c270364,s7,i1,11.00
2013-03-01,c226216,s8,i1,15.00
2013-03-01,c294188,s9,i1,17.00
2013-03-01,c395815,s10,i1,29.00
2013-03-02,c256685,s1,i1,13.00
2013-03-02,c370557,s2,i1,23.00
2013-03-02,c196834,s3,i1,19.00
2013-03-02,c220435,s4,i1,18.00
2013-03-02,c006700,s5,i1,20.00
2013-03-02,c130948,s6,i1,18.00
2013-03-02,c464637,s7,i1,19.00
2013-03-02,c485385,s8,i1,31.00
2013-03-02,c315039,s9,i1,25.00
2013-03-02,c478564,s10,i1,17.00
2013-03-03,c292905,s1,i1,20.00
2013-03-03,c227490,s2,i1,29.00
2013-03-03,c121580,s3,i1,21.00
2013-03-03,c330605,s4,i1,14.00
2013-03-03,c039274,s5,i1,11.00
2013-03-03,c303974,s6,i1,18.00
2013-03-03,c271596,s7,i1,12.00
2013-03-03,c394049,s8,i1,28.00
2013-03-03,c266776,s9,i1,20.00
2013-03-03,c114347,s10,i1,25.00
2013-03-04,c329593,s1,i1,14.00
2013-03-04,c489436,s2,i1,25.00
2013-03-04,c448245,s3,i1,17.00
2013-03-04,c094669,s4,i1,18.00
2013-03-04,c373979,s5,i1,11.00
2013-03-04,c017860,s6,i1,12.00
2013-03-04,c454268,s7,i1,10.00
2013-03-04,c278379,s8,i1,18.00
2013-03-04,c146395,s9,i1,15.00
2013-03-04,c162647,s10,i1,16.00
2013-03-05,c255386,s1,i1,13.00
2013-03-05,c404064,s2,i1,13.00
2013-03-05,c215741,s3,i1,22.00
2013-03-05,c442434,s4,i1,13.00
2013-03-05,c361163,s5,i1,11.00
2013-03-05,c093819,s6,i1,11.00
2013-03-05,c031235,s7,i1,13.00
2013-03-05,c104211,s8,i1,19.00
2013-03-05,c407451,s9,i1,17.00
2013-03-05,c337142,s10,i1,18.00
2013-03-06,c320286,s1,i1,17.00
2013-03-06,c264070,s2,i1,21.00
2013-03-06,c306053,s3,i1,19.00
2013-03-06,c283071,s4,i1,16.00
2013-03-06,c104648,s5,i1,18.00
2013-03-06,c184120,s6,i1,17.00
2013-03-06,c499464,s7,i1,15.00
2013-03-06,c308761,s8,i1,14.00
2013-03-06,c301605,s9,i1,19.00
2013-03-06,c262898,s10,i1,14.00
2013-03-07,c337561,s1,i1,11.00
2013-03-07,c069948,s2,i1,19.00
2013-03-07,c108220,s3,i1,19.00
2013-03-07,c235014,s4,i1,28.00
2013-03-07,c356219,s5,i1,12.00
2013-03-07,c422959,s6,i1,7.00
2013-03-07,c023236,s7,i1,16.00
2013-03-07,c211022,s8,i1,19.00
2013-03-07,c258832,s9,i1,14.00
2013-03-07,c355793,s10,i1,24.00
2013-03-08,c128935,s1,i1,15.00
2013-03-08,c045091,s2,i1,20.00
2013-03-08,c013730,s3,i1,26.00
2013-03-08,c483815,s4,i1,19.00
